title,id,authors,concepts
Towards epigenomic and metabolomic profiles of chronic organophosphate exposure in residents of California’ Central Valley,https://openalex.org/W3195069793,Melissa Furlong,"Metabolomics,Metabolome,Epigenomics,DNA methylation,Biology,Epigenome,Epigenetics,Transcriptome,Computational biology,Genetics,Chemistry,Bioinformatics,Gene,Gene expression"
"Pesticide Exposure, Systems Biology, and Parkinson’s disease",https://openalex.org/W3196273570,Melissa Furlong,"Pesticide,Toxicology,Pesticide residue,Biology,Chemistry,Ecology"
Whole blood hemostatic resuscitation in pediatric trauma: A nationwide propensity-matched analysis,https://openalex.org/W3164359468,"Tanya Anand,Omar Obaid,Adam Nelson,Mohamad Chehab,Michael Ditillo,Ahmed Mohammed Ali Hammad,Molly Douglas,Letitia Bible,Bellal Joseph","Medicine,Resuscitation,Injury Severity Score,Propensity score matching,Trauma center,Pediatric trauma,Blood transfusion,Blood product,Anesthesia,Mechanical ventilation,Emergency medicine,Surgery,Retrospective cohort study,Poison control,Injury prevention"
Resuscitative Endovascular Balloon Occlusion of the Aorta vs Pre-Peritoneal Packing in Patients with Pelvic Fracture,https://openalex.org/W3089842864,"Samer Asmar,Letitia Bible,Mohamad Chehab,Andrew Tang,Muhammad Khurrum,Molly Douglas,Lourdes Castañón,Narong Kulvatunyou,Bellal Joseph","Medicine,Pelvic fracture,Surgery,Laparotomy,Injury Severity Score,Blunt trauma,Blunt,Aorta,Poison control,Injury prevention,Pelvis,Emergency medicine"
Never-frozen liquid plasma transfusion in civilian trauma: a nationwide propensity-matched analysis,https://openalex.org/W3132698239,"Mohamad Chehab,Michael Ditillo,Omar Obaid,Adam Nelson,Brandon Poppe,Molly Douglas,Tanya Anand,Letitia Bible,Bellal Joseph","Fresh frozen plasma,Medicine,Propensity score matching,Hemorrhagic shock,Intensive care unit,Surgery,Emergency medicine,Platelet,Resuscitation,Intensive care medicine,Internal medicine"
Trends in Geriatric Ground-Level Falls: Report from the National Trauma Data Bank,https://openalex.org/W3165420481,"Muhammad Khurrum,Mohamad Chehab,Michael Ditillo,Joseph Richards,Molly Douglas,Letitia Bible,Lloyd Spece,Bellal Joseph","Trauma center,Medicine,Geriatric trauma,Incidence (geometry),Population,Emergency medicine,Injury prevention,Hospital discharge,Demography,Injury Severity Score,Poison control,Internal medicine,Retrospective cohort study,Environmental health,Physics,Sociology,Optics"
Readmission With Major Abdominal Complications After Penetrating Abdominal Trauma,https://openalex.org/W3072504865,"Kamil Hanna,Samer Asmar,Michael Ditillo,Mohamad Chehab,Muhammad Khurrum,Letitia Bible,Molly Douglas,Bellal Joseph","Medicine,Exploratory laparotomy,Surgery,Laparotomy,Injury Severity Score,Dehiscence,Wound dehiscence,Perforation,Penetrating trauma,Poison control,Blunt,Injury prevention,Emergency medicine,Materials science,Punching,Metallurgy"
Four-factor prothrombin complex concentrate in adjunct to whole blood in trauma-related hemorrhage: Does whole blood replace the need for factors?,https://openalex.org/W3155032055,"Muhammad Khurrum,Michael Ditillo,Omar Obaid,Tanya Anand,Adam Nelson,Mohamad Chehab,Daniel James Kitts,Molly Douglas,Letitia Bible,Bellal Joseph","Medicine,Cryoprecipitate,Fresh frozen plasma,Coagulopathy,Whole blood,Injury Severity Score,Packed red blood cells,Prothrombin complex concentrate,Intensive care unit,Blood product,Blood transfusion,Blunt trauma,Trauma center,Surgery,Platelet,Anesthesia,Internal medicine,Retrospective cohort study,Poison control,Emergency medicine,Warfarin,Injury prevention,Atrial fibrillation"
Racial and Ethnic Disparities in Frail Geriatric Trauma Patients,https://openalex.org/W3135276837,"Tanya Anand,Muhammad Khurrum,Mohamad Chehab,Letitia Bible,Samer Asmar,Molly Douglas,Michael Ditillo,Lynn Gries,Bellal Joseph","Medicine,Geriatric trauma,Ethnic group,Odds ratio,Vascular surgery,Logistic regression,Demographics,Gerontology,Internal medicine,Emergency medicine,Injury prevention,Poison control,Demography,Cardiac surgery,Injury Severity Score,Sociology,Anthropology"
Open Versus Laparoscopic Repair of Traumatic Diaphragmatic Injury: A Nationwide Propensity-Matched Analysis,https://openalex.org/W3196169368,"Omar Obaid,Ahmed Mohammed Ali Hammad,Letitia Bible,Michael Ditillo,Lourdes Castañón,Molly Douglas,Tanya Anand,Adam Nelson,Bellal Joseph","Medicine,Surgery,Diaphragmatic breathing,Propensity score matching,Laparoscopy,Penetrating trauma,Injury Severity Score,Abdomen,Trauma center,Retrospective cohort study,Blunt,Poison control,Injury prevention,Alternative medicine,Pathology,Environmental health"
The Impact of Cannabinoid Consumption on Outcomes of Geriatric Rib Fracture Patients: A Nationwide Propensity-Matched Analysis,https://openalex.org/W3210613028,"Abdul Tawab Saljuqi,Muhammad Khurrum,Omar Obaid,Tanya Anand,Molly Douglas,Michael Ditillo,Letitia Bible,Adam Nelson,Lourdes Castañón,Bellal Joseph","Medicine,Propensity score matching,Consumption (sociology),Internal medicine,Sociology,Social science"
Palliative Care Reduces Long-term Readmissions and Charges in Geriatric Trauma Patients Without Increased Risk of Readmission Mortality,https://openalex.org/W3210987325,"Mohamad Chehab,Letitia Bible,Omar Obaid,Molly Douglas,Ahmed Mohammed Ali Hammad,Adam Nelson,Michael Ditillo,Andrew Tang,Bellal Joseph","Medicine,Geriatric trauma,Term (time),Emergency medicine,Intensive care medicine,Palliative care,Injury Severity Score,Injury prevention,Nursing,Poison control,Physics,Quantum mechanics"
Direct Numerical Simulations of the Nonlinear Boundary Layer Transition Regime on a Flat Plate at Mach 6,https://openalex.org/W3120026785,"Madlen Leinemann,Christoph Hader,Hermann F. Fasel","Mach number,Boundary layer,Mechanics,Hypersonic speed,Instability,Physics,Laminar flow,Turbulence,Resonance (particle physics),Oblique case,Atomic physics,Linguistics,Philosophy"
Numerical Investigation of the Nonlinear Transition Stages in a High-Enthalpy Hypersonic Boundary Layer on a Right Cone,https://openalex.org/W3191245551,"Michelle Bailey,Christoph Hader,Hermann F. Fasel","Hypersonic speed,Mach number,Boundary layer,Laminar flow,Mechanics,Stagnation enthalpy,Nonlinear system,Streak,Enthalpy,Turbulence,Materials science,Physics,Thermodynamics,Optics,Quantum mechanics"
A multiscale microstructural characterization of SiO2-Al2O3 foams,https://openalex.org/W3197627110,"Pratish Rao,Krishna Muralidharan,Moe Momayez,Keith Runge","Materials science,Scanning electron microscope,Porosity,Characterization (materials science),Phase (matter),Energy-dispersive X-ray spectroscopy,Microstructure,Composite material,Spectroscopy,Chemical engineering,Nanotechnology,Chemistry,Physics,Organic chemistry,Quantum mechanics,Engineering"
Neural representations of the amount and the delay time of reward in intertemporal decision making,https://openalex.org/W3159662626,Maomiao Peng,"Delay discounting,Psychology,Prefrontal cortex,Dorsolateral prefrontal cortex,Discounting,Intertemporal choice,Impulsivity,Univariate,Functional magnetic resonance imaging,Human Connectome Project,Task (project management),Multivariate statistics,Brain activity and meditation,Artificial neural network,Neuroscience,Functional specialization,Cognitive psychology,Computer science,Functional connectivity,Cognition,Developmental psychology,Artificial intelligence,Electroencephalography,Machine learning,Mathematics,Econometrics,Management,Finance,Economics"
Inexact-Proximal Accelerated Gradient Method for Stochastic Nonconvex Constrained Optimization Problems,https://openalex.org/W3152995848,"Morteza Boroun,Afrooz Jalilzadeh","Sublinear function,Mathematical optimization,Stochastic optimization,Convergence (economics),Rate of convergence,Optimization problem,Constraint (computer-aided design),Range (aeronautics),Stochastic approximation,Nonlinear system,Mathematics,Operator (biology),Constrained optimization,Computer science,Key (lock),Mathematical analysis,Biochemistry,Chemistry,Materials science,Geometry,Computer security,Physics,Repressor,Quantum mechanics,Transcription factor,Economics,Composite material,Gene,Economic growth"
The long noncoding RNA H19 regulates tumor plasticity in neuroendocrine prostate cancer,https://openalex.org/W4200312884,"Neha Singh,Jin H. Song,Ritu Pandey,Megha Padi,Virginie Olive,Kōichi Okumura,Belinda Sun,Benjamin R. Lee,Noel A. Warfel,Muhan Zhou,Jeremiah J. Bearss,Andrew S. Kraft","Cancer research,Biology,Prostate cancer,DNA methylation,H3K4me3,Epigenetics,Gene knockdown,LNCaP,Androgen receptor,Long non-coding RNA,Carcinogenesis,Cancer,Gene,Genetics,Downregulation and upregulation,Gene expression,Promoter"
EDC3 phosphorylation regulates growth and invasion through controlling P‐body formation and dynamics,https://openalex.org/W3131014463,"Jeremiah J. Bearss,Megha Padi,Neha Singh,Marina Cardó-Vila,Jin H. Song,Ghassan Mouneimne,Nikita Fernandes,Yang Li,Matthew R. Harter,Jaime M.C. Gard,Anne E. Cress,Wolfgang Peti,J. Ross Buchan,Andrew S. Kraft,Kōichi Okumura","Phosphorylation,Cell biology,Kinase,Biology,Messenger RNA,Translation (biology),Serine,Gene,Biochemistry"
Integration of metabolomics and transcriptomics reveals convergent pathways driving radiation-induced salivary gland dysfunction,https://openalex.org/W3126517272,"Lauren Meeks,Diogo de Oliveira Pessôa,Jessica A. Martinez,Kirsten H. Limesand,Megha Padi","Metabolomics,Biology,Salivary gland,Transcriptome,Saliva,Metabolic pathway,Glutathione,Phenotype,Metabolism,Internal medicine,Endocrinology,Cancer research,Bioinformatics,Biochemistry,Medicine,Gene,Gene expression,Enzyme"
Generating Ensembles of Gene Regulatory Networks to Assess Robustness of Disease Modules,https://openalex.org/W3119879531,"James Lim,Chen Chen,Adam Grant,Megha Padi","Robustness (evolution),Computer science,Biological network,Gene regulatory network,Inference,Systems biology,Cluster analysis,Genomics,Identification (biology),Computational biology,Machine learning,Artificial intelligence,Distributed computing,Gene,Biology,Genome,Genetics,Gene expression,Botany"
Molecular drivers of tumor progression in microsatellite stable APC mutation-negative colorectal cancers,https://openalex.org/W4225809243,"Adam Grant,Vivian T. Nguyen,James Lim,Curtis A. Thorne,Nathan A. Ellis,Megha Padi","AXIN2,Wnt signaling pathway,Adenomatous polyposis coli,Biology,Cancer research,Mutation,Germline mutation,Colorectal cancer,DNA methylation,Microsatellite instability,Genetics,Gene,Molecular biology,Cancer,Gene expression,Microsatellite,Allele"
EVL and MIM/MTSS1 regulate actin cytoskeletal remodeling to promote dendritic filopodia in developing neurons,https://openalex.org/W3164330389,"Parker Ss,Ly Kt,Adam Grant,AM Wang,Parker Jd,Mackenzie R. Roman,Megha Padi,Charles W. Wolgemuth,Langlais Pr,Ghassan Mouneimne","Filopodia,Dendritic filopodia,Dendritic spine,Cell biology,Actin remodeling of neurons,Pseudopodia,Lamellipodium,Biology,Actin remodeling,Cytoskeleton,Actin,Actin cytoskeleton,Neuroscience,Cell,Hippocampal formation,Genetics"
Abstract 2296: Regulation of P-body dynamics and formation in tumors through EDC3 phosphorylation by PIM and AKT,https://openalex.org/W3177946181,"Jeremiah J. Bearss,Megha Padi,Neha Singh,Marina Cardó-Vila,Andrew S. Kraft,Kōichi Okumura","Phosphorylation,Protein kinase B,Kinase,Biology,PI3K/AKT/mTOR pathway,Cell biology,AKT1,Cancer research,Signal transduction"
Molecular Drivers of Tumor Progression in Microsatellite Stable APC Mutation-Negative Colorectal Cancers,https://openalex.org/W3201107335,"Adam Grant,Vivian T. Nguyen,James Lim,Curtis A. Thorne,Nathan A. Ellis,Megha Padi","AXIN2,Adenomatous polyposis coli,Wnt signaling pathway,Biology,Cancer research,Mutation,Germline mutation,Colorectal cancer,Molecular biology,Genetics,Gene,Cancer"
ROS Induced by Chemo and Targeted Therapy Promote Apoptosis in Cancer Cells,https://openalex.org/W3212188347,"Megha Padi,Shailender S. Chauhan,Neha Singh","Apoptosis,Cancer research,Cancer therapy,Cancer,Medicine,Chemistry,Internal medicine,Biochemistry"
Integration of metabolomics and transcriptomics reveals convergent pathways driving radiation-induced salivary gland dysfunction,https://openalex.org/W4287369528,"Lauren Meeks,Diogo de Oliveira Pessôa,Jessica A. Martinez,Kirsten H. Limesand,Megha Padi","Metabolomics,Transcriptome,Salivary gland,Biology,Computational biology,Bioinformatics,Gene,Genetics,Biochemistry,Gene expression"
Cheap and Good? Simple and Effective Data Augmentation for Low Resource Machine Reading,https://openalex.org/W3170592745,"Hoang Van,Mihai Surdeanu","Computer science,Context (archaeology),Simple (philosophy),Extractor,Task (project management),Reading (process),Resource (disambiguation),Information retrieval,Information extraction,Artificial intelligence,Machine learning,Natural language processing,Data mining,Paleontology,Computer network,Philosophy,Management,Epistemology,Process engineering,Political science,Law,Engineering,Economics,Biology"
Data and Model Distillation as a Solution for Domain-transferable Fact Verification,https://openalex.org/W3171293072,,"Computer science,Distillation,Domain (mathematical analysis),Domain model,Data modeling,Chemistry,Mathematics,Artificial intelligence,Chromatography,Software engineering,Domain knowledge,Mathematical analysis"
Using the Hammer only on Nails: A Hybrid Method for Representation-Based Evidence Retrieval for Question Answering,https://openalex.org/W3143630563,"Zhengzhong Liang,Yiyun Zhao,Mihai Surdeanu","Computer science,Question answering,Transformer,Encoder,Artificial intelligence,Sentence,Natural language processing,Information retrieval,Classifier (UML),Document retrieval,Physics,Quantum mechanics,Voltage,Operating system"
How May I Help You? Using Neural Text Simplification to Improve Downstream NLP Tasks,https://openalex.org/W3214220351,,"Computer science,Artificial intelligence,Inference,Natural language processing,Classifier (UML),Task (project management),Artificial neural network,Machine learning,Information extraction,Relationship extraction,Natural language,Management,Economics"
